tarih,ürün_kodu,ürün_adi,kategori,fiyat,adet,toplam_satis,musteri_id 
2023-04-10,P043,Kalem,Kırtasiye,525.82,19,9990.580000000002,6097
2023-06-08,P087,Telefon,Kırtasiye,1413.33,18,25439.94,2372
2023-11-09,P054,Fırın,Kozmetik,723.24,1,723.24,4174
2023-01-20,P037,Klima,Mutfak Ürünleri,979.64,1,979.64,9869
2023-07-17,P036,Kalem,Giyim,690.79,12,8289.48,8705
2023-11-24,P020,Çanta,Kozmetik,391.81,17,6660.77,2724
2023-08-03,P049,Fırın,Kozmetik,1203.45,3,3610.35,4468
2024-07-26,P083,Mouse,Kırtasiye,1273.41,3,3820.230000000001,8735
2024-01-18,P070,Kalem,Giyim,830.01,16,13280.16,2469
2023-07-11,P015,Fırın,Kırtasiye,167.01,13,2171.13,1274
2023-01-01,P029,Klima,Ev Aletleri,69.8,5,349.0,5938
2023-11-28,P039,Telefon,Giyim,1116.46,16,17863.36,1657
2023-03-02,P063,Klima,Ev Aletleri,276.76,6,1660.56,7943
2023-12-20,P006,Fırın,Kırtasiye,129.34,3,388.02,6254
2023-08-26,P053,Defter,Elektronik,786.37,10,7863.7,4175
2024-04-29,P037,Kulaklık,Kozmetik,80.27,9,722.43,8482
2024-09-26,P004,Mouse,Giyim,117.59,1,117.59,7215
2023-08-24,P100,Telefon,Mutfak Ürünleri,1132.15,13,14717.95,7407
2024-01-21,P091,Fırın,Kozmetik,1156.2,5,5781.0,5206
2024-03-31,P078,Su Şişesi,Kırtasiye,1032.68,14,14457.52,2398
2024-06-16,P017,Klima,Kırtasiye,584.6,12,7015.200000000001,2629
2024-03-22,P039,Klima,Kırtasiye,1463.85,1,1463.85,8587
2024-04-14,P042,Defter,Kırtasiye,717.34,11,7890.740000000001,5965
2023-10-09,P016,Klima,Elektronik,76.56,13,995.28,5659
2023-12-29,P058,Telefon,Mutfak Ürünleri,810.21,2,1620.42,6258
2024-06-26,P027,Kalem,Kozmetik,559.18,19,10624.419999999998,9389
2023-12-07,P055,Telefon,Mutfak Ürünleri,369.09,4,1476.36,2080
2023-11-03,P075,Çanta,Ev Aletleri,791.31,8,6330.48,2986
2023-08-05,P028,Çanta,Kozmetik,329.3,11,3622.3,1118
2024-06-23,P022,Kalem,Elektronik,320.55,2,641.1,8920
2022-12-23,P066,Su Şişesi,Ev Aletleri,1186.58,15,17798.699999999997,4844
2023-08-23,P032,Telefon,Mutfak Ürünleri,1471.68,12,17660.16,9582
2023-09-24,P084,Telefon,Ev Aletleri,1144.66,8,9157.28,9035
2024-03-02,P004,Defter,Ev Aletleri,1038.53,16,16616.48,9148
2024-04-15,P070,Çanta,Kozmetik,1346.77,11,14814.47,5052
2024-04-08,P044,Kalem,Giyim,1403.73,2,2807.46,3675
2024-07-24,P004,Defter,Kozmetik,1116.85,8,8934.8,9645
2024-06-17,P036,Su Şişesi,Ev Aletleri,89.32,8,714.56,4052
2022-11-21,P003,Defter,Kırtasiye,1491.35,11,16404.85,7182
2023-01-11,P035,Su Şişesi,Mutfak Ürünleri,147.03,14,2058.42,9782
2022-11-09,P045,Çanta,Kozmetik,1016.07,9,9144.63,2464
2023-12-11,P001,Su Şişesi,Kırtasiye,207.63,16,3322.08,4413
2024-05-21,P003,Telefon,Kozmetik,1337.55,17,22738.35,3120
2023-05-09,P081,Defter,Ev Aletleri,715.17,4,2860.68,7533
2022-12-07,P099,Defter,Elektronik,1394.46,10,13944.6,2469
2023-07-07,P048,Kulaklık,Elektronik,844.39,13,10977.07,3384
2024-02-07,P004,Klima,Mutfak Ürünleri,1398.81,5,6994.049999999999,1324
2024-05-22,P002,Bilgisayar,Elektronik,1081.89,4,4327.56,4049
2023-01-15,P081,Klima,Ev Aletleri,1397.22,13,18163.86,1833
2023-05-29,P010,Defter,Ev Aletleri,660.4,18,11887.2,7292
2023-02-28,P023,Kulaklık,Elektronik,1482.88,10,14828.8,8438
2023-02-23,P009,Klima,Giyim,1309.69,10,13096.9,8935
2024-04-10,P082,Kalem,Kozmetik,311.36,11,3424.96,2741
2024-02-19,P069,Defter,Ev Aletleri,1388.39,7,9718.73,2510
2023-04-06,P053,Çanta,Mutfak Ürünleri,630.54,5,3152.7,4482
2023-11-15,P060,Telefon,Giyim,234.42,6,1406.52,8649
2023-06-07,P043,Kulaklık,Mutfak Ürünleri,593.15,17,10083.55,9993
2023-12-22,P084,Kalem,Elektronik,29.38,13,381.94,1739
2023-07-24,P081,Çanta,Ev Aletleri,776.49,18,13976.82,3793
2024-08-14,P007,Kulaklık,Kırtasiye,1487.15,12,17845.800000000003,6782
2023-11-11,P066,Kalem,Giyim,1360.41,14,19045.74,5818
2024-04-30,P007,Mouse,Elektronik,151.22,9,1360.98,6716
2024-08-21,P064,Defter,Mutfak Ürünleri,647.75,5,3238.75,9507
2023-12-07,P047,Su Şişesi,Elektronik,437.67,19,8315.73,5833
2022-11-16,P088,Defter,Giyim,431.21,6,2587.26,1604
2023-04-12,P039,Telefon,Ev Aletleri,164.74,11,1812.14,7327
2023-11-27,P082,Çanta,Giyim,244.07,16,3905.12,3138
2023-06-14,P063,Klima,Ev Aletleri,85.58,16,1369.28,7747
2022-11-18,P063,Bilgisayar,Giyim,643.78,13,8369.14,2515
2022-12-17,P078,Defter,Ev Aletleri,1120.94,16,17935.04,4646
2023-04-01,P016,Telefon,Giyim,1071.72,6,6430.32,3583
2023-01-30,P012,Mouse,Elektronik,1200.82,1,1200.82,5538
2023-04-09,P092,Klima,Mutfak Ürünleri,1255.1,18,22591.8,3718
2024-09-17,P066,Telefon,Mutfak Ürünleri,1479.11,11,16270.21,5997
2023-08-18,P011,Su Şişesi,Elektronik,1498.63,18,26975.340000000004,9709
2023-09-04,P057,Bilgisayar,Kırtasiye,1214.7,7,8502.9,2121
2023-07-06,P100,Çanta,Mutfak Ürünleri,748.93,3,2246.79,7809
2024-04-24,P100,Kulaklık,Kırtasiye,280.77,12,3369.24,4898
2023-10-05,P096,Kalem,Kırtasiye,192.3,2,384.6,6251
2024-07-09,P057,Telefon,Mutfak Ürünleri,247.47,7,1732.29,6870
2024-02-08,P097,Kalem,Kırtasiye,959.56,1,959.56,7410
2024-06-13,P095,Telefon,Elektronik,942.86,7,6600.02,3742
2024-04-18,P059,Kulaklık,Kozmetik,1116.33,17,18977.61,3134
2023-10-14,P014,Defter,Ev Aletleri,613.98,5,3069.9,1300
2024-04-01,P008,Telefon,Elektronik,1251.84,7,8762.88,4924
2024-03-27,P040,Mouse,Giyim,628.61,18,11314.98,9160
2022-12-17,P015,Su Şişesi,Giyim,1462.39,18,26323.02,5694
2023-06-21,P046,Kalem,Kırtasiye,862.42,7,6036.94,5900
2024-05-31,P023,Su Şişesi,Elektronik,488.55,3,1465.65,2822
2024-07-29,P041,Kulaklık,Elektronik,1111.09,13,14444.169999999998,4451
2024-08-29,P096,Kulaklık,Giyim,133.1,12,1597.1999999999998,7346
2022-11-16,P097,Kalem,Ev Aletleri,695.6,19,13216.4,3942
2023-06-14,P022,Defter,Kırtasiye,1387.21,17,23582.57,4162
2023-03-26,P054,Kalem,Mutfak Ürünleri,1318.85,14,18463.9,7364
2023-01-03,P062,Kulaklık,Kırtasiye,559.6,13,7274.8,9096
2024-02-15,P018,Bilgisayar,Mutfak Ürünleri,669.17,2,1338.34,6857
2024-07-29,P023,Kalem,Elektronik,461.73,1,461.73,8978
2023-02-04,P009,Kalem,Ev Aletleri,1202.11,15,18031.65,1249
2024-09-20,P044,Mouse,Kırtasiye,917.11,16,14673.76,7644
2022-12-11,P038,Çanta,Kırtasiye,669.2,2,1338.4,5201
2024-02-06,P032,Bilgisayar,Elektronik,1186.31,10,11863.1,5205
2023-11-15,P045,Su Şişesi,Ev Aletleri,1047.01,19,19893.19,8342
2024-02-11,P092,Mouse,Giyim,385.1,2,770.2,2588
2024-01-31,P027,Mouse,Giyim,1119.63,9,10076.670000000002,4424
2023-01-02,P031,Fırın,Elektronik,1106.92,8,8855.36,2358
2023-11-12,P069,Bilgisayar,Kırtasiye,1236.51,16,19784.16,9566
2023-02-15,P006,Kalem,Ev Aletleri,366.88,7,2568.16,4457
2024-04-10,P043,Defter,Giyim,1144.8,4,4579.2,6346
2024-01-09,P031,Klima,Kırtasiye,267.9,2,535.8,9404
2024-06-06,P002,Kulaklık,Ev Aletleri,1117.83,15,16767.449999999997,4155
2023-12-08,P073,Defter,Mutfak Ürünleri,429.3,17,7298.1,6670
2023-05-11,P010,Bilgisayar,Elektronik,1394.59,5,6972.95,1928
2023-12-07,P007,Defter,Elektronik,907.3,8,7258.4,6710
2024-04-11,P023,Kalem,Giyim,787.93,1,787.93,3215
2024-08-08,P015,Fırın,Kozmetik,1284.52,10,12845.2,6892
2024-05-20,P022,Klima,Kozmetik,244.65,15,3669.75,5752
2024-08-16,P028,Kalem,Ev Aletleri,95.5,3,286.5,7564
2023-04-16,P031,Su Şişesi,Ev Aletleri,284.69,10,2846.9,4290
2023-10-20,P023,Çanta,Kırtasiye,1097.65,8,8781.2,6778
2023-08-02,P007,Bilgisayar,Mutfak Ürünleri,1357.81,4,5431.24,6511
2022-11-18,P094,Telefon,Giyim,71.06,10,710.6,3069
2024-05-04,P089,Mouse,Elektronik,486.18,5,2430.9,1606
2024-03-10,P067,Kalem,Elektronik,1093.24,19,20771.56,8546
2023-09-26,P002,Telefon,Kozmetik,255.68,6,1534.08,3183
2023-12-21,P095,Mouse,Mutfak Ürünleri,394.93,13,5134.09,5746
2022-12-28,P016,Çanta,Kozmetik,656.63,14,9192.82,6194
2024-04-26,P079,Kalem,Ev Aletleri,73.57,17,1250.6899999999998,4790
2023-03-02,P054,Bilgisayar,Elektronik,794.23,17,13501.91,5420
2023-12-22,P044,Klima,Ev Aletleri,241.26,13,3136.38,9123
2024-06-24,P030,Mouse,Kozmetik,1158.1,11,12739.1,3781
2023-08-28,P050,Kalem,Giyim,798.78,3,2396.34,8049
2024-02-01,P097,Defter,Ev Aletleri,799.31,18,14387.579999999998,1730
2023-08-30,P028,Defter,Kırtasiye,357.24,17,6073.08,8087
2023-07-22,P009,Bilgisayar,Giyim,67.57,10,675.6999999999999,8098
2024-07-25,P023,Telefon,Elektronik,66.97,7,468.79,8780
2023-11-25,P036,Mouse,Ev Aletleri,5.93,6,35.58,1114
2023-02-09,P040,Fırın,Kırtasiye,718.52,13,9340.76,4698
2024-06-12,P083,Mouse,Kozmetik,142.62,6,855.72,2784
2023-12-30,P064,Klima,Kozmetik,875.97,1,875.97,4270
2024-05-10,P002,Telefon,Giyim,698.44,6,4190.64,9854
2023-06-12,P086,Çanta,Mutfak Ürünleri,509.5,1,509.5,6680
2023-10-18,P067,Bilgisayar,Kozmetik,662.61,16,10601.76,7206
2024-01-15,P047,Klima,Kırtasiye,394.0,7,2758.0,1616
2024-08-10,P096,Mouse,Ev Aletleri,468.48,1,468.48,4164
2023-12-14,P094,Klima,Kırtasiye,1437.11,18,25867.98,9118
2023-09-10,P098,Su Şişesi,Elektronik,620.93,11,6830.23,9905
2023-02-22,P072,Kalem,Kozmetik,1293.03,2,2586.06,1513
2023-06-03,P023,Çanta,Kozmetik,1184.05,17,20128.85,3795
2023-09-18,P033,Bilgisayar,Mutfak Ürünleri,7.91,8,63.28,5032
2024-11-04,P025,Klima,Giyim,1237.68,15,18565.2,1526
2024-03-04,P089,Fırın,Ev Aletleri,561.23,2,1122.46,2526
2024-07-17,P053,Mouse,Mutfak Ürünleri,1108.64,2,2217.28,4720
2023-09-25,P037,Telefon,Kırtasiye,431.94,3,1295.82,5780
2024-09-28,P024,Çanta,Mutfak Ürünleri,840.81,2,1681.62,2446
2023-02-07,P092,Çanta,Kozmetik,50.3,11,553.3,5990
2023-11-07,P022,Kalem,Giyim,730.02,4,2920.08,5956
2024-01-14,P095,Mouse,Mutfak Ürünleri,243.49,2,486.98,9778
2024-10-31,P058,Bilgisayar,Giyim,790.2,4,3160.8,3927
2024-04-02,P030,Su Şişesi,Giyim,661.99,14,9267.86,5318
2024-07-21,P089,Bilgisayar,Mutfak Ürünleri,116.2,12,1394.4,1208
2023-09-15,P003,Fırın,Elektronik,91.88,5,459.4,3366
2024-02-25,P077,Bilgisayar,Kozmetik,6.02,10,60.2,1916
2024-02-20,P066,Kalem,Mutfak Ürünleri,1274.25,2,2548.5,4148
2024-06-03,P039,Mouse,Kırtasiye,1209.11,1,1209.11,1184
2023-11-18,P030,Fırın,Kozmetik,796.88,17,13546.96,9148
2022-11-13,P067,Kulaklık,Giyim,225.38,8,1803.04,1721
2023-07-02,P008,Çanta,Elektronik,1150.18,14,16102.52,9021
2024-07-30,P022,Bilgisayar,Kırtasiye,167.4,18,3013.2000000000003,1750
2023-02-03,P100,Mouse,Kırtasiye,506.57,3,1519.71,4175
2023-11-29,P012,Defter,Mutfak Ürünleri,1035.13,8,8281.04,5823
2024-10-18,P034,Bilgisayar,Kozmetik,1195.96,14,16743.440000000002,8261
2022-11-30,P019,Klima,Elektronik,766.52,13,9964.76,3242
2023-07-07,P042,Telefon,Kırtasiye,859.32,17,14608.44,4817
2024-07-02,P031,Telefon,Ev Aletleri,718.27,1,718.27,2506
2023-09-22,P069,Defter,Elektronik,457.92,13,5952.96,3518
2023-01-06,P003,Su Şişesi,Ev Aletleri,224.43,12,2693.16,5911
2024-08-23,P100,Defter,Kozmetik,1351.62,19,25680.78,9903
2024-07-13,P004,Telefon,Ev Aletleri,759.81,11,8357.91,7618
2024-10-30,P007,Klima,Elektronik,963.36,10,9633.6,4018
2023-03-20,P005,Fırın,Elektronik,1165.7,16,18651.2,9515
2024-07-18,P026,Klima,Mutfak Ürünleri,101.32,3,303.96,1328
2023-08-27,P009,Fırın,Kırtasiye,1058.68,4,4234.72,3787
2023-12-09,P032,Klima,Ev Aletleri,637.17,6,3823.02,9363
2023-03-18,P082,Telefon,Ev Aletleri,1043.11,17,17732.87,5645
2023-03-22,P052,Kulaklık,Giyim,1478.39,3,4435.17,9296
2023-09-04,P001,Su Şişesi,Kırtasiye,1356.72,10,13567.2,2226
2024-02-22,P077,Kalem,Kozmetik,449.67,5,2248.35,9732
2024-04-27,P087,Su Şişesi,Kırtasiye,220.02,16,3520.32,3680
2024-04-03,P054,Defter,Giyim,1114.41,2,2228.82,1669
2022-12-14,P042,Telefon,Giyim,1279.2,12,15350.4,3295
2024-05-27,P057,Çanta,Mutfak Ürünleri,10.92,1,10.92,1402
2024-07-21,P042,Defter,Kozmetik,983.17,6,5899.02,1033
2024-09-10,P094,Su Şişesi,Ev Aletleri,86.78,17,1475.26,3454
2024-10-11,P012,Bilgisayar,Ev Aletleri,395.36,11,4348.96,1589
2023-04-29,P088,Çanta,Mutfak Ürünleri,478.38,16,7654.08,3316
2022-12-06,P100,Defter,Kozmetik,1292.43,18,23263.74,3326
2023-11-04,P019,Bilgisayar,Kırtasiye,1244.5,4,4978.0,6511
2023-02-21,P008,Mouse,Kırtasiye,995.48,19,18914.12,3120
2023-06-24,P021,Kulaklık,Ev Aletleri,484.13,11,5325.43,6162
2024-08-03,P007,Fırın,Ev Aletleri,1144.78,10,11447.8,4550
2024-03-21,P047,Kalem,Giyim,661.8,2,1323.6,6406
2024-02-18,P028,Bilgisayar,Ev Aletleri,257.93,10,2579.3,3040
2023-11-02,P048,Klima,Kırtasiye,11.46,5,57.3,6123
2023-02-10,P097,Kalem,Kozmetik,1286.06,16,20576.96,9774
2024-10-13,P089,Kulaklık,Elektronik,147.53,4,590.12,2832
2023-01-07,P094,Mouse,Mutfak Ürünleri,625.05,8,5000.4,4324
2023-07-11,P005,Telefon,Ev Aletleri,747.55,9,6727.95,4827
2023-06-02,P056,Bilgisayar,Ev Aletleri,296.12,3,888.36,3660
2023-07-13,P099,Mouse,Ev Aletleri,6.04,9,54.36,9123
2023-08-26,P037,Defter,Ev Aletleri,1195.95,3,3587.8500000000004,5331
2023-08-20,P098,Fırın,Ev Aletleri,348.6,9,3137.4,1274
2023-06-26,P085,Klima,Giyim,30.31,18,545.5799999999999,2890
2024-03-11,P088,Kulaklık,Kozmetik,25.32,18,455.76,8531
2023-05-02,P099,Fırın,Kırtasiye,1385.1,9,12465.9,5231
2023-03-21,P084,Su Şişesi,Mutfak Ürünleri,31.51,5,157.55,9578
2024-02-19,P064,Su Şişesi,Kırtasiye,969.64,6,5817.84,6853
2023-10-15,P050,Kulaklık,Giyim,1356.07,11,14916.77,8045
2024-08-04,P100,Kulaklık,Ev Aletleri,1128.17,14,15794.38,3004
2024-01-10,P048,Klima,Elektronik,1475.36,16,23605.76,3032
2024-02-26,P012,Klima,Mutfak Ürünleri,173.12,10,1731.2,6553
2023-01-11,P075,Mouse,Elektronik,802.43,5,4012.15,7913
2023-09-26,P056,Fırın,Kozmetik,814.18,16,13026.88,2866
2023-11-20,P055,Fırın,Mutfak Ürünleri,150.33,13,1954.29,6987
2022-12-18,P094,Klima,Ev Aletleri,254.13,9,2287.17,1094
2023-04-13,P091,Defter,Ev Aletleri,1076.8,8,8614.4,8618
2024-03-21,P004,Defter,Kozmetik,1258.32,13,16358.16,9733
2023-10-20,P016,Klima,Kırtasiye,1026.06,17,17443.02,9358
2024-11-04,P011,Çanta,Mutfak Ürünleri,576.69,2,1153.38,6105
2023-03-21,P009,Klima,Elektronik,1290.19,11,14192.09,9507
2024-03-17,P024,Telefon,Mutfak Ürünleri,1182.58,8,9460.64,3140
2023-06-23,P048,Kalem,Mutfak Ürünleri,959.09,18,17263.62,1860
2023-04-10,P026,Klima,Elektronik,117.88,11,1296.6799999999998,3442
2024-08-04,P063,Defter,Mutfak Ürünleri,730.15,18,13142.7,9742
2022-11-28,P072,Fırın,Kozmetik,1198.07,14,16772.98,4420
2023-11-07,P027,Kalem,Kozmetik,266.16,5,1330.8000000000002,1150
2023-01-22,P006,Kalem,Elektronik,505.38,11,5559.18,7675
2024-04-29,P066,Fırın,Mutfak Ürünleri,750.07,12,9000.84,3183
2024-10-12,P051,Fırın,Mutfak Ürünleri,192.4,9,1731.6,4764
2023-03-13,P052,Mouse,Elektronik,1009.58,18,18172.44,5710
2024-07-23,P028,Fırın,Mutfak Ürünleri,43.89,16,702.24,9280
2023-01-30,P085,Mouse,Kırtasiye,1150.0,14,16100.0,9236
2023-06-03,P031,Mouse,Kırtasiye,744.75,12,8937.0,6145
2024-02-23,P046,Telefon,Giyim,819.85,4,3279.4,6754
2024-01-10,P023,Kalem,Kozmetik,332.35,13,4320.55,1939
2024-02-16,P060,Kalem,Mutfak Ürünleri,305.33,6,1831.98,6445
2024-09-29,P096,Bilgisayar,Kozmetik,989.01,12,11868.12,4479
2023-03-15,P098,Su Şişesi,Mutfak Ürünleri,880.88,11,9689.68,5050
2023-04-03,P041,Çanta,Mutfak Ürünleri,236.95,3,710.8499999999999,2560
2024-10-09,P005,Fırın,Mutfak Ürünleri,793.09,16,12689.44,4187
2023-12-30,P044,Defter,Kırtasiye,142.24,15,2133.6000000000004,2415
2022-12-16,P088,Fırın,Ev Aletleri,1369.8,1,1369.8,2576
2023-02-04,P071,Telefon,Mutfak Ürünleri,551.51,8,4412.08,4374
2024-01-21,P054,Defter,Kozmetik,163.95,1,163.95,2044
2023-02-08,P095,Su Şişesi,Kozmetik,559.85,10,5598.5,8067
2023-01-15,P079,Defter,Mutfak Ürünleri,365.15,4,1460.6,9461
2023-01-20,P069,Fırın,Ev Aletleri,707.2,16,11315.2,1329
2023-07-27,P089,Fırın,Ev Aletleri,342.46,9,3082.14,4478
2024-01-21,P021,Telefon,Mutfak Ürünleri,658.48,18,11852.64,1246
2023-10-03,P088,Klima,Kırtasiye,773.54,18,13923.72,1677
2022-11-29,P020,Bilgisayar,Giyim,1181.27,9,10631.43,3217
2023-06-13,P024,Telefon,Elektronik,1234.91,15,18523.65,4892
2024-09-29,P077,Fırın,Kırtasiye,815.0,6,4890.0,6197
2024-09-23,P054,Klima,Ev Aletleri,707.33,11,7780.63,9025
2022-11-17,P064,Fırın,Ev Aletleri,1464.87,12,17578.44,9782
2023-01-15,P013,Mouse,Mutfak Ürünleri,804.8,13,10462.4,8693
2023-04-11,P035,Telefon,Mutfak Ürünleri,108.47,1,108.47,6596
2023-04-21,P011,Çanta,Kozmetik,888.86,10,8888.6,4360
2023-10-09,P098,Çanta,Ev Aletleri,121.23,12,1454.76,5985
2023-07-10,P062,Bilgisayar,Giyim,1256.53,9,11308.77,8213
2023-10-23,P065,Bilgisayar,Kozmetik,1402.24,8,11217.92,5927
2023-02-04,P021,Kalem,Elektronik,532.86,5,2664.3,7322
2023-08-20,P033,Mouse,Mutfak Ürünleri,743.47,19,14125.93,5168
2023-04-14,P037,Klima,Kozmetik,245.74,5,1228.7,1236
2024-04-14,P056,Defter,Ev Aletleri,1274.43,10,12744.3,7163
2024-05-16,P033,Kalem,Giyim,1221.0,18,21978.0,6828
2023-02-07,P075,Mouse,Kozmetik,816.14,14,11425.96,3406
2023-03-26,P041,Bilgisayar,Kozmetik,1011.21,19,19212.99,1934
2023-09-17,P008,Klima,Kozmetik,264.16,19,5019.040000000001,2191
2022-12-18,P085,Klima,Elektronik,205.75,13,2674.75,1367
2024-10-08,P042,Çanta,Kırtasiye,133.34,12,1600.08,3802
2024-10-25,P040,Kulaklık,Kırtasiye,7.04,10,70.4,5593
2023-10-10,P009,Kalem,Elektronik,37.58,15,563.6999999999999,9591
2023-08-16,P057,Kalem,Mutfak Ürünleri,1247.8,16,19964.8,4577
2023-11-15,P037,Kalem,Kırtasiye,123.26,4,493.04,2514
2024-05-31,P018,Su Şişesi,Ev Aletleri,635.19,3,1905.57,4748
2024-08-09,P069,Mouse,Ev Aletleri,725.49,11,7980.39,8992
2023-05-29,P064,Bilgisayar,Giyim,636.96,9,5732.64,4536
2024-10-20,P084,Bilgisayar,Kırtasiye,1306.71,4,5226.84,5847
2024-01-25,P061,Kulaklık,Ev Aletleri,536.44,19,10192.36,6134
2023-01-27,P008,Çanta,Mutfak Ürünleri,1073.64,11,11810.04,2427
2024-01-29,P048,Çanta,Kırtasiye,738.08,11,8118.88,2112
2023-09-01,P087,Mouse,Mutfak Ürünleri,120.79,13,1570.27,4512
2024-05-28,P015,Su Şişesi,Kırtasiye,1254.29,8,10034.32,2109
2023-12-14,P055,Defter,Kozmetik,720.58,9,6485.22,6916
2023-10-19,P055,Telefon,Ev Aletleri,1291.58,1,1291.58,7638
2024-10-09,P032,Bilgisayar,Ev Aletleri,242.1,15,3631.5,1545
2023-04-21,P061,Defter,Kozmetik,1227.8,15,18417.0,9785
2023-05-06,P095,Telefon,Mutfak Ürünleri,73.03,6,438.18,3111
2023-06-20,P079,Fırın,Elektronik,1285.75,5,6428.75,6502
2023-07-10,P074,Klima,Mutfak Ürünleri,1412.64,12,16951.68,8763
2023-08-03,P063,Mouse,Giyim,329.88,6,1979.28,8926
2022-12-05,P045,Bilgisayar,Ev Aletleri,561.23,9,5051.07,9575
2024-09-29,P076,Kulaklık,Mutfak Ürünleri,1382.32,7,9676.24,4443
2023-08-07,P051,Mouse,Giyim,808.12,10,8081.2,8450
2024-02-11,P060,Kalem,Mutfak Ürünleri,368.6,16,5897.6,1910
2023-07-06,P057,Telefon,Giyim,1358.55,5,6792.75,9993
2024-07-28,P090,Mouse,Kırtasiye,215.61,2,431.22,8157
2023-04-04,P012,Fırın,Kozmetik,1485.33,7,10397.31,3569
2023-09-30,P061,Bilgisayar,Kozmetik,1276.22,11,14038.42,8998
2023-10-25,P026,Telefon,Elektronik,1291.19,16,20659.04,7935
2024-06-01,P089,Mouse,Ev Aletleri,1331.19,3,3993.57,3647
2023-02-25,P074,Mouse,Ev Aletleri,193.85,18,3489.3,5642
2023-11-10,P087,Çanta,Kırtasiye,520.08,11,5720.88,8922
2023-05-23,P040,Çanta,Elektronik,71.1,4,284.4,1673
2022-12-16,P030,Bilgisayar,Giyim,1095.86,12,13150.32,3137
2024-05-12,P095,Telefon,Elektronik,1172.62,17,19934.54,6519
2022-12-01,P035,Mouse,Elektronik,1065.62,12,12787.44,6754
2024-08-26,P070,Klima,Elektronik,161.48,12,1937.76,9432
2024-02-02,P047,Telefon,Giyim,812.14,6,4872.84,4960
2024-06-07,P033,Fırın,Elektronik,1273.56,12,15282.72,8875
2024-01-24,P015,Defter,Mutfak Ürünleri,1327.6,17,22569.2,1134
2023-09-04,P046,Telefon,Kırtasiye,126.02,5,630.1,6192
2023-10-10,P019,Klima,Kozmetik,61.18,1,61.18,4496
2023-07-15,P082,Kulaklık,Mutfak Ürünleri,593.1,3,1779.3000000000002,4755
2023-08-23,P068,Klima,Elektronik,558.61,16,8937.76,8125
2023-09-05,P019,Mouse,Elektronik,1006.83,5,5034.150000000001,4813
2024-06-27,P041,Kulaklık,Kırtasiye,1364.36,16,21829.76,2152
2024-04-06,P026,Telefon,Mutfak Ürünleri,1360.13,7,9520.91,8463
2024-02-24,P026,Bilgisayar,Mutfak Ürünleri,1188.91,16,19022.56,3063
2024-10-30,P059,Kulaklık,Kırtasiye,69.79,12,837.48,2309
2023-01-24,P048,Çanta,Kozmetik,651.66,16,10426.56,1659
2023-01-24,P063,Bilgisayar,Kırtasiye,843.7,3,2531.1000000000004,7884
2024-05-21,P007,Fırın,Giyim,25.81,19,490.39,4867
2024-10-22,P093,Su Şişesi,Elektronik,910.7,10,9107.0,9739
2024-10-15,P094,Fırın,Giyim,66.55,4,266.2,7688
2023-12-02,P094,Kulaklık,Ev Aletleri,1089.18,11,11980.98,1119
2024-01-29,P064,Fırın,Giyim,290.11,18,5221.9800000000005,1857
2024-04-27,P022,Bilgisayar,Giyim,492.1,1,492.1,1646
2024-02-27,P022,Kalem,Giyim,148.1,6,888.5999999999999,4817
2022-11-21,P036,Bilgisayar,Mutfak Ürünleri,1044.2,6,6265.200000000001,8764
2024-08-13,P037,Defter,Mutfak Ürünleri,100.58,3,301.74,9977
2024-08-26,P078,Klima,Mutfak Ürünleri,1201.06,6,7206.36,7199
2023-06-19,P027,Bilgisayar,Kozmetik,85.18,12,1022.16,2240
2024-10-11,P068,Bilgisayar,Ev Aletleri,156.6,8,1252.8,4778
2024-03-30,P045,Kalem,Giyim,855.23,1,855.23,9543
2024-07-29,P008,Defter,Kırtasiye,416.96,16,6671.36,6444
2023-01-17,P029,Mouse,Giyim,1057.05,15,15855.75,3376
2023-02-01,P015,Kulaklık,Mutfak Ürünleri,118.92,10,1189.2,9759
2024-08-02,P021,Su Şişesi,Mutfak Ürünleri,1034.41,8,8275.28,3639
2023-08-05,P061,Telefon,Ev Aletleri,676.27,1,676.27,5119
2023-05-12,P044,Defter,Kozmetik,1265.11,8,10120.88,8886
2022-12-21,P084,Su Şişesi,Elektronik,1328.58,18,23914.44,7894
2024-03-30,P071,Bilgisayar,Giyim,1036.18,7,7253.26,9717
2024-07-26,P025,Telefon,Ev Aletleri,1056.63,11,11622.93,6095
2024-10-11,P019,Kalem,Kırtasiye,38.11,7,266.77,8908
2024-09-07,P025,Klima,Elektronik,860.95,1,860.95,1560
2024-08-03,P092,Su Şişesi,Elektronik,1078.79,14,15103.06,3027
2023-03-08,P090,Bilgisayar,Kozmetik,917.6,7,6423.2,1620
2023-01-01,P060,Defter,Ev Aletleri,175.61,2,351.22,1992
2023-02-26,P037,Çanta,Mutfak Ürünleri,95.88,19,1821.72,2271
2024-06-30,P004,Defter,Mutfak Ürünleri,1176.58,16,18825.28,5895
2023-05-27,P051,Bilgisayar,Mutfak Ürünleri,551.96,13,7175.4800000000005,7434
2023-11-08,P081,Telefon,Kozmetik,651.13,13,8464.69,9321
2024-09-19,P080,Kulaklık,Elektronik,724.45,7,5071.150000000001,4500
2024-04-21,P016,Bilgisayar,Ev Aletleri,1065.01,18,19170.18,9295
2024-09-03,P068,Çanta,Kozmetik,139.86,18,2517.4800000000005,1168
